T,R,D,V,M,W,G,E
312.63063480102176,2.0,1.16,1247.15143272489,0.1,4.581132799884607,0.5457432195110224,5.17534932336082
311.33563114143266,2.0,1.1604923398453115,172.40445536696708,0.1341538997421861,1.143380917789158,0.6,80.1785167344517
297.45313635114474,2.302660410150651,1.1784866979492465,280.069042041904,0.1,0.05756651025376629,0.7546009384774024,98.81247261035688
304.44262594060564,3.8476944068818093,1.1740614824831517,333.6611181159783,0.09746157344803015,0.09746157344803015,0.5025384265519699,93.28066940375855
298.2983297087866,4.0,1.18,362.9641733830623,0.2,0.05,0.75,96.6
322.11581892574105,2.0,1.150326006966024,840.6621807483484,0.1,4.274450522451793,0.5741849825849403,7.082637492231394
303.71534201936925,3.6871259146578277,1.1684356295732892,512.9710955830121,0.1,0.8665415090883216,0.5078218521335544,84.34087509243672
328.91257923269626,2.0,1.143604939434169,57.81207977644956,0.10600823239028212,3.0854319650705344,0.6,20.475391744796227
299.9509928912352,4.0,1.1794914573159136,355.50123814855965,0.1949145731591386,0.0525427134204307,0.7372864328978466,96.63051256104517
316.9648237716222,2.0,1.1574299929353218,1396.5502595206783,0.1,4.807249470149134,0.5564250176616956,4.525202543284153
324.960232335065,2.6379512605875224,1.1495692689088128,118.75407491776797,0.1,0.1,0.4591385378176257,91.27508798355572
303.11811768245616,1.2493852483591417,1.2275553276476772,1017.0337170154475,0.06246926241795709,0.057481557450774254,0.537530737582043,22.78840584401647
303.5041870903515,1.1735425338922583,1.2309103212718515,1077.8790021161553,0.058677126694612926,0.058677126694612926,0.5309103212718517,19.13259814297182
307.4343135569803,2.0,1.1667251845607702,684.2795695826796,0.1336259228038519,1.6710336424186598,0.5836259228038518,69.81025417027864
329.19133365502057,2.0,1.1457196672821133,73.87859791461781,0.1,0.09285041589735822,0.49147700553902096,90.01571182976005
312.0967407747283,2.0,1.16,291.21162144564715,0.1,0.6686289542989893,0.5059820015680792,82.87575358202193
314.1123395614673,3.1429460504100213,1.1628589210082003,244.86500285785488,0.15714730252050108,0.07142634873974947,0.6171566378135533,93.12893150416059
304.03700009194216,3.9558013375085417,1.1693370200626279,306.45643938182275,0.1,0.17513772623547913,0.502209933124573,96.04641490897295
303.9793864731615,2.0,1.1699583137502936,230.8175955804105,0.14979156875146854,0.07063469360461508,0.5997915687514686,96.16025706489371
298.48462444740346,1.6466477719739472,1.2047346559618237,541.550078598762,0.08233238859869736,0.05,0.7116619429934868,71.14983876313921
304.60060141689235,2.0,1.1682159548140614,223.2069162369671,0.14702659135676915,0.25516519638292723,0.6,93.43738909747225
320.96244925207634,2.7534779398758813,1.1550695587975175,163.62896041163566,0.1376738969937941,0.08116305150310296,0.5567890806807616,91.55158565649732
304.80266300903054,3.4998214989399434,1.17,305.863302716764,0.1125044625265014,0.08749553747349859,0.5250089250530028,97.02493752462898
298.62251296183155,1.0,1.25,1165.9590523278819,0.05,0.05,0.55,12.0
310.387091180595,2.416364321060734,1.1641636432106073,158.40720647388062,0.12081821605303672,0.07375453518408899,0.5520455401325918,93.03681972238665
299.2880864069165,3.109631217084451,1.1744518439145777,308.4232927432724,0.1,0.07774078042711129,0.6335553174373323,98.04585034376977
303.2275683665703,3.2416113688441826,1.1724161136884417,256.2716111136192,0.16208056844220914,0.061375829467337266,0.6552014211055228,94.8936255798994
307.87661140595606,2.0,1.1646537191053334,191.1321446538243,0.14108953184222245,0.05891046815777755,0.5714865018951119,95.0743250947556
333.6616015579636,2.0,1.14,37.57042406198075,0.1,0.1,0.44,88.5
321.61742759874625,2.0,1.1511793575443414,94.07672983919925,0.1,2.5357804118005536,0.655896787721707,60.12008107872175
331.99579202798617,2.0,1.14,38.93094608123221,0.1,2.4049308370171936,0.5484673335066914,59.01044370286826
303.5609066511505,3.7448393944088725,1.168724196972044,287.58048487852534,0.1,0.09744839394408872,0.5,96.54934045574262
301.1199219115867,2.0,1.174298096626123,661.4309211309538,0.1,1.461221085034543,0.7287262078265382,75.12349631284745
296.83355034956026,2.0,1.18,267.73571879208555,0.1,0.05,0.8,99.1
316.4575419472584,2.0,1.1551518053516983,1171.6854867465631,0.1,3.812192311166107,0.5233349294343412,7.876107679802015
311.8709815682169,2.0,1.1620173046233022,1141.465296105289,0.11008652311651179,4.001434211465333,0.5600865231165117,7.545847843179413
332.76655025432797,1.9329380670999545,1.147376812619005,111.72006117714915,0.09664690335499775,0.09664690335499775,0.44737681261900497,83.90625759634689
302.50657552455567,1.7643082539350003,1.1888553396851997,496.85884303546334,0.1264308253935,0.05,0.58821541269675,78.46958142602752
303.27742991875266,2.782964220403004,1.17,244.2299471633137,0.1304258944899249,0.0695741055100751,0.5608517889798498,96.77403747714105
306.5435077248345,2.0,1.1714630169851477,201.67618994801367,0.1,0.06280547452227835,0.6719452547772167,96.11205594480171
303.56583148829003,4.0,1.17,324.14828491557194,0.1,0.1,0.5,97.2
312.38828159539224,2.3464023443818434,1.1634640234438183,144.7499469447473,0.11732011721909216,0.07480396483427235,0.5433002930477304,92.87940527485915
299.825002089043,4.0,1.18,397.81436471173134,0.2,0.05,0.75,96.6
329.63740850146564,2.0,1.1424562156369147,205.4517296465827,0.1,0.7017728310440956,0.4535091860030307,79.47340753433856
311.1685280920184,2.0,1.16,1450.0497515073434,0.1,5.0,0.55,3.5999999999999996
313.46052781636615,2.0,1.16,1399.6539952283922,0.1,5.0,0.55,3.5999999999999996
307.3451574350443,2.8292482474540472,1.1641462412372703,213.3299028816287,0.1,0.08829248247454047,0.5,94.21458303100782
308.26851892793513,1.2859408002101718,1.218546511976881,874.292341590552,0.0642970400105086,1.0364957607250924,0.5642970400105086,16.289112003152574
310.55724141107476,2.0,1.163650633156076,158.21229442733335,0.1,0.07043670855490483,0.6528556984046854,94.76741778636017
298.9395839265659,1.1125395174864972,1.2409968386010803,1139.128382043153,0.0612539517486497,0.05,0.5556269758743249,17.165563852630214
298.91918612664756,3.696256190933767,1.1769625619093378,587.864718664807,0.18481280954668836,0.8017659274389266,0.7196256190933767,84.20725259009768
301.4702041946705,3.3215035696040207,1.1880932381438927,559.8251937506748,0.08869172616006703,0.08869172616006703,0.511308273839933,79.74002519114347
319.11164452807026,2.0,1.1548337388845733,1101.231628228301,0.1,3.7342660267204613,0.5215855638651533,8.15664230380634
319.54171514817637,2.846967048971493,1.1527045057345724,162.00593528872153,0.1,2.0601560167484623,0.5576516475514253,67.10583997815596
305.85728526479164,3.011452299723457,1.1701145229972343,256.836573504533,0.15057261498617286,0.06482821550414815,0.6264315374654321,94.37576767437777
311.2695634924592,2.3258420185939412,1.1616292100929697,149.65064138172312,0.1,0.08325842018593942,0.5,92.93089714741456
299.51611864124015,1.1620138778915847,1.2386590285475891,1120.1204989118,0.05810069389457924,0.05,0.5905034694728962,19.689178644734604
306.89042960308785,3.5071959335217864,1.1675359796676088,285.42521292563396,0.1,0.09507195933521788,0.5,95.94334963048055
304.5491571127048,4.0,1.1708670521186217,345.48550071805903,0.10867052118621837,0.09566473940689083,0.5216763029655459,97.1479768728827
322.9372170643956,2.0,1.1494642023616266,64.56331717433014,0.1,0.09053579763837333,0.46839260708488,90.20355642509278
325.6121360066938,2.0,1.1469966529911353,558.0973874768583,0.1,1.8141799828281822,0.4784815914512449,62.78730025757727
301.5644541107597,2.748217247125982,1.17625891376437,289.88226411152027,0.1,0.06870543117814955,0.6877674129311028,98.38919361523031
315.1274298894929,3.1961381727815157,1.1579420725917227,215.6152467427363,0.1,0.1,0.47588414518344546,93.70320105159959
304.01633043359084,1.2970028764548822,1.2232697411190605,1344.6748558719203,0.06485014382274412,1.520164238451667,0.55,11.108991370635353
298.267378114701,3.821177995375481,1.1791058899768774,390.5620783050494,0.19552944988438703,0.05,0.736588349653161,96.59105889976877
331.856112128022,2.0,1.14,37.9816644055739,0.1,2.7157226401596204,0.5630928301251585,55.03413680972251
307.3191595755623,3.479533264096945,1.1695906652819388,288.0529316726297,0.17397666320484728,0.9478051194327691,0.7109649948072709,83.17195821370119
320.50674451701383,2.0,1.1517350929824113,114.17832913903626,0.119558488304019,2.15046430702269,0.6,65.14524295313956
300.342449373556,2.5195075675206526,1.1774024621623966,275.6564322070608,0.1,0.06298768918801631,0.7220738648719021,98.60646781085538
323.4277883731705,2.0,1.1504342762370656,108.49151453476897,0.11739046039510964,0.08260953960489034,0.49564947326435094,91.28247366321754
312.5094683206991,3.2372227564303686,1.1647444551286072,231.28559222136124,0.16186113782151845,0.0690694310892408,0.6317695272467071,93.51075216354299
300.62908980485963,4.0,1.172586883306979,309.3824332069312,0.1258688330697908,0.0870655834651046,0.564672082674477,97.04478700158126
298.8287453509213,2.17645363433559,1.2186279030843843,899.9329078899592,0.06960756057225984,0.06960756057225984,0.5303924394277402,30.16444411414151
302.0192353687379,2.0,1.1724183103553494,214.30684634156222,0.1,0.06137253446697569,0.6862746553302432,96.44640862437234
311.4347748343067,2.0,1.1615893828327675,1413.6758507041136,0.10794691416383784,4.213255497780055,0.5579469141638378,6.708832820893357
314.70112654284503,2.0,1.1593739537250496,1573.446674438801,0.1,4.84661866263717,0.5465567454877733,4.152172814506186
307.96601175609305,2.0,1.166043684404716,208.39440295331866,0.14340614067452653,0.504976293457668,0.6,89.70832489476236
312.8250797362398,2.1583043043686265,1.160791521521843,126.66327599722648,0.1,0.08158304304368627,0.5,92.50367597614
306.5861068641864,1.4332467489716556,1.2110077925925509,673.5336670654247,0.07166233744858279,0.06299740246914967,0.5283376625514172,51.23709060085636
306.5173901421566,2.0,1.16691622786522,191.0064468481438,0.1448603797753667,0.40463379549969664,0.6,91.20619116862773
300.2134947002605,3.6490280937936674,1.1764902809379367,316.2492199213507,0.18245140468968338,0.055264578593094985,0.7061285117242084,95.81031321103575
304.69476876679585,2.0,1.1718955327475387,779.0922241422029,0.1,2.0558556449841663,0.6986941593442341,65.02071520340031
307.9092760716923,1.6435776951965249,1.1920780074323127,516.2027070943008,0.08217888475982625,0.06930733085589574,0.5178211152401737,66.40195182366945
305.66119997039334,2.0,1.165663446660436,728.4409873443336,0.12831723330218056,2.196593903084125,0.5783172333021805,61.1570902825543
297.1807315540448,3.908042493382582,1.1821456751544064,398.2580968206969,0.19540212466912912,0.05,0.7438694995588389,94.25201833103525
303.57475485424465,4.0,1.17,330.33248702858003,0.1,0.1,0.5,97.2
301.5308706192193,3.189379633828513,1.1740531018308573,305.5451042912443,0.1,0.07973449084571284,0.621593054925723,97.97008934786291
316.76009538889394,3.217836926696479,1.1582675539004472,203.0047400288872,0.1,0.1,0.47653510780089436,93.79759063112968
307.83598185373245,2.0,1.164308875236618,975.5363401674645,0.1215443761830903,2.867106757874061,0.5715443761830903,30.07039990706231
303.3096233580088,2.0,1.17,209.47947478638912,0.15,0.05,0.6,96.5
301.31629143620154,3.014469617376785,1.17,258.60856330564724,0.12463825956558039,0.07536174043441962,0.5492765191311608,96.85506436608188
297.30956617431036,2.2514830236132974,1.1787425848819335,248.12601283127418,0.1,0.05628707559033245,0.7622775464580054,98.86109112756736
331.94448979474936,1.9446142194740232,1.1460924358578573,104.18860064926977,0.09723071097370116,3.30891905718538,0.5972307109737011,17.446142194740233
303.24841606687215,2.2131860606159814,1.17106593030308,271.07269017507514,0.1553296515153995,0.05,0.6159889545461985,96.51065930303079
303.6786536463017,1.7651908645557848,1.188784730835537,452.86008479945986,0.12651908645557847,0.05,0.5882595432277892,78.53710113851753
312.0596425169395,1.3901681945013054,1.2070814986048564,729.9107516218407,0.06950840972506528,0.06950840972506528,0.5070814986048564,46.726521323339426
310.805476796495,2.7595715603584594,1.1637978578017922,1057.391965847995,0.1,3.139049677121774,0.5310107109910385,11.092413871375847
310.2150993704345,2.0,1.1650624856772835,142.34245993115184,0.1,0.07240627148407469,0.5759372851592532,93.87186998704924
299.4510650683676,2.332663215486284,1.1783366839225686,271.05725958824263,0.1,0.058316580387157105,0.7501005176770574,98.78396994528802
327.8075031037994,2.362876695391254,1.1454431504308686,95.3552285118491,0.1,2.8831096178348683,0.5818561652304373,54.47108174971173
314.42675543770713,2.0,1.16,709.5809897762766,0.1,2.0400698448800507,0.5199194089926835,61.38427133328213
316.3926666443214,2.0,1.1564522863702735,94.23489574744123,0.1,0.08354771362972643,0.4893568591108207,91.46141154664924
307.75246610102835,3.6431080695444558,1.1646466210431667,258.5754498152493,0.1,0.7067162817744252,0.5178445965227773,87.8851206151103
332.86279845970245,2.0,1.14,42.78430167839704,0.1,0.1,0.44,88.5
305.2903412300632,2.0,1.1667662843788447,622.7586416099559,0.13383142189422395,1.6506892324718276,0.583831421894224,70.14521768758506
313.82794782079276,2.0,1.16,1136.6971349229098,0.1,3.361630587753666,0.5333499043470902,9.761867399228894
325.75383257104954,2.0,1.1461999021835867,496.1225517098964,0.1,3.9649926637690016,0.5845002445410333,14.280058689847989
301.5217165775175,3.3431168872260746,1.17,279.1957995161235,0.11642207781934813,0.08357792218065187,0.5328441556386962,96.97009091052914
312.10622132878905,2.0,1.16,1017.8178274921077,0.1,3.2960968985421024,0.5326839115705498,10.008338005970922
296.61546559154186,2.1388095707121675,1.18,284.0798159622784,0.10694047853560838,0.05,0.7965297607321958,98.92648803660978
322.93895037461715,2.0,1.1538439890615113,119.73297274692356,0.1,0.08269501367311072,0.5645959015536028,92.16865710130052
301.735495968649,2.797326055544626,1.17,260.97350210659533,0.13006684861138434,0.06993315138861567,0.5601336972227686,96.77906411944062
300.00910487450534,3.3004021847963068,1.1734979890760184,274.83323931897706,0.1,0.08251005461990768,0.604939672280554,97.86461792444351
302.21154963675275,3.5653920814882984,1.17,284.2124148208562,0.11086519796279254,0.08913480203720747,0.521730395925585,97.0478872285209
320.45959779979904,2.0,1.15383696818512,116.34787056309672,0.1,2.3065614940333936,0.6691848409256004,63.7144994703749
313.87389930895296,2.0,1.16,643.5731783335522,0.1,2.1358307094825366,0.5208925885110014,59.883628516035856
317.1460914523191,1.547959488973693,1.1897244562128937,603.8214452720808,0.07739797444868465,0.07739797444868465,0.48972445621289384,57.53522499469797
297.3392471569782,2.0,1.1791244438129789,288.39670217036957,0.1,0.2667001562877059,0.7890555476622371,95.41828623357655
297.950497729679,2.772697819696631,1.18,287.59120033161895,0.13863489098483156,0.05,0.7806825545075842,98.1341277253792
301.1984339009395,2.0,1.17,252.090364601436,0.15,0.05,0.6,96.5
327.41354504291365,2.0,1.146793945605973,510.77297858866615,0.1,4.009545920447993,0.5830151359850668,13.923632636416059
312.46041894944267,2.080346963848142,1.1608034696384812,121.95354036497143,0.10401734819240711,0.07879479554227786,0.5100433704810178,92.28078066865832
311.51011890977856,3.248014220117377,1.1649602844023474,244.10645824190263,0.16240071100586886,1.3471754702975245,0.6936010665088033,77.19876687902833
297.7873831811781,4.0,1.1787926865999783,372.97674959632525,0.18792686599978384,0.056036567000108096,0.7198171649994596,96.67243880400129
330.11316205183726,2.0,1.1443177485858584,58.445032816561806,0.1,3.127594184469698,0.6215887429292928,20.335901984949487
307.4954779400927,3.746645831721615,1.166199687475824,303.19883948461404,0.1,0.1,0.4923993749516485,96.09790936798903
329.2574345493716,2.0,1.1451530389885498,425.7419874744312,0.1,3.886477924141236,0.5871174025286254,14.908176606870112
302.5669527458415,3.0351364685654256,1.1957296941715887,647.1691880847197,0.0839189411427571,0.0839189411427571,0.5160810588572429,72.37084512441696
305.1218001987166,3.1747563183027525,1.1717475631830274,756.3487853572041,0.15873781591513764,2.0924781122006877,0.6674756318302753,62.9300577867523
311.70738620927773,2.0,1.162254387554637,1105.346335317879,0.1112719377731847,3.8840781604547154,0.5612719377731847,8.009582056869853
327.1107596759886,1.8251306676661152,1.1592356265567272,236.70254364847244,0.09125653338330576,2.8967008034480974,0.5912565333833057,40.62826669165288
296.86300986761853,2.4884991523396582,1.2152683531120747,820.5759708120531,0.12442495761698293,0.05,0.6492332768226439,34.80380701384357
327.760898865499,2.0,1.145461416199456,54.638663891002665,0.1,2.5660978298929815,0.5726929190027188,57.86163514971946
311.4724060550285,2.0,1.16,301.76188624085415,0.1,0.7367214642864434,0.5066739986207972,81.80869412673073
297.27874829877277,3.828835836546237,1.183993830480588,402.8527672072748,0.19144179182731189,0.05,0.7385890557697491,92.22960835981391
321.00398258587893,2.0,1.1523939888039882,915.6475066417826,0.1,4.429549160299124,0.5690150279900292,6.338164030564208
307.6509863921006,1.505518868704907,1.2045033018165583,599.145016882666,0.07527594343524535,0.06516556606114722,0.5247240565647546,56.44791043362379
330.7756078442434,1.9111597549124357,1.1497724269596319,145.26457514602023,0.09555798774562178,0.09555798774562178,0.4497724269596321,82.41444321150185
327.5066776709815,1.8469187280885597,1.1568389399102583,201.95068563977102,0.092345936404428,2.9718696119055314,0.592345936404428,41.172968202213994
301.11359301193545,3.896086844891463,1.1779217368978292,337.1766826954811,0.1948043422445732,0.05259782887771343,0.7338934609581769,96.17915172181043
313.3907290334996,2.0,1.16,107.1148819427867,0.1,0.08,0.5,92.1
307.8614918332168,3.551223701850655,1.171024474037013,282.79569072382003,0.17756118509253277,0.8241391143076203,0.716341777638799,85.02157150774688
311.94354942039473,2.0,1.1616603431341619,1254.0015449708503,0.10830171567080979,4.178130148589832,0.5583017156708098,6.847631170420783
299.57749574430034,3.935511754206778,1.18,343.7627579118013,0.1967755877103389,0.05,0.7516122061448305,96.68061030724152
300.8448407249759,3.740347102096565,1.1774034710209655,312.7188258602662,0.18701735510482825,0.05389479346855153,0.7175433877620706,96.01578097971726
305.29581409364806,3.7785031093620836,1.1688925155468104,328.6405627375004,0.1,0.09778503109362086,0.5,96.63518292887332
303.2927677870133,3.651956425416164,1.1682597821270808,501.1465314700272,0.1,0.9527067577303991,0.5087010893645959,82.89540908460432
313.68656855318295,2.0,1.16,1387.8794224693509,0.1,5.0,0.55,3.5999999999999996
307.68645118987,3.3893786466065374,1.1677875729321308,247.88894890900383,0.1694689323303269,1.103321834603723,0.7042033984954903,80.84596908244868
313.2697931667467,2.0,1.160121969357175,155.0305694997221,0.1335366155952917,1.1859735239248725,0.6,79.54271406315046
305.4731404801559,2.0,1.1657855595842075,193.10458012083768,0.12892779792103762,0.06264332124737743,0.5578555958420752,94.64564621705131
313.0866513107124,2.0,1.161554364047552,163.7567259838605,0.1359239400792535,0.0640760599207465,0.5549566082536113,94.24783041268056
307.1219639099962,2.0,1.16700080888493,174.93106509616402,0.13500404442465078,0.05899757334520954,0.5700080888493015,95.18035590936927
310.9598184156001,2.8343863298330207,1.164171931649165,208.46177559941276,0.1,0.08834386329833022,0.5,94.2276851410742
301.2505678331091,2.0883510325584957,1.17,244.25170714400858,0.14779122418603763,0.05220877581396239,0.5955824483720753,96.53092286139547
302.0122877683091,2.4748669367496126,1.1723743346837479,244.41790074888038,0.16187167341874031,0.05,0.635615020256221,96.52374334683748
321.88272788187925,2.0,1.14944986710013,677.7848430132034,0.1,2.4152174395319164,0.4919742690507165,53.77173840702125
315.4732053557654,2.0,1.1590100629301265,105.78907116297316,0.1,0.08098993706987333,0.49703018879038,91.9218113274228
305.9460443755048,2.0,1.166584848195702,209.6810738067536,0.1443080803261699,0.055691919673830075,0.5817858570437437,95.58929285218719
303.8484314116648,2.0,1.17,221.60881701900897,0.15,0.05,0.6,96.5
297.97494603582214,1.0,1.25,1168.57272522262,0.05,0.05,0.55,12.0
311.19052473611094,2.0,1.16,957.3043957473708,0.1,3.000811092746009,0.529683039560427,11.118900719477203
298.9295294947038,3.640025258238712,1.18,357.24807895689656,0.1820012629119356,0.05,0.7589993685440323,97.0499684272016
313.8418664895777,2.0,1.16,97.41777595481054,0.1,0.08,0.5,92.1
296.19923881206427,2.2206959339648673,1.18,264.84387969309347,0.11103479669824337,0.05,0.7944826016508784,98.8241300825439
298.69760926981894,2.9374671588594525,1.204792432959946,646.5520959878744,0.14687335794297263,0.05,0.6791644772572969,69.46999478954469
312.6868268519432,2.0,1.16,138.26114549044178,0.1,0.2570343569809045,0.5017991296441149,89.32574208877485
307.4239721972056,2.7496071355635925,1.167496071355636,202.40880886277444,0.13748035677817966,0.0687558929665461,0.5937008919454492,93.78661605501807
308.8539341032201,2.0,1.1644628851464198,982.5653176388772,0.12231442573209944,2.7908718525221556,0.5723144257320995,30.823508365993252
299.0868299140444,3.089655315090374,1.1754482765754517,315.1450449379365,0.17724138287725935,0.05,0.681724148631778,96.55448276575451
298.7371115121694,1.6039363234672996,1.2338950313742054,929.3640890457692,0.06006560539112167,0.06006560539112167,0.5399343946088784,21.324776834335108
300.6018322272418,1.790509794274885,1.1867592164580092,459.5332600384297,0.1290509794274885,0.05,0.5895254897137442,80.4739992620287
308.5789605357735,2.60489495657876,1.1660489495657875,1165.2562962438578,0.130244747828938,3.5028849824675694,0.610489495657876,9.523131414819215
310.50828196618073,2.0,1.1629358338396414,203.2489748066544,0.13822638973273588,0.06177361026726412,0.5623244471447548,94.61622235723775
302.0329819538111,2.0,1.17,241.81217503162594,0.15,0.05,0.6,96.5
306.39490441138844,2.0,1.1705715621944437,926.8421273929735,0.1,2.3835383568751243,0.6821445274305493,35.67205141658206
330.48286535614767,2.0,1.1434672717349406,57.16364354735839,0.10577878622490114,3.101263750481821,0.6,20.380859924659276
332.4393841951389,1.9276835247420614,1.1479548122783731,124.44650123416659,0.09638417623710308,3.250508160360112,0.596384176237103,17.276835247420617
328.97139451343395,2.3930345134062305,1.1458955177010934,93.99246163755556,0.1,2.831841327209408,0.5803482743296884,55.258200799902625
305.9338431057155,2.0,1.1687707932153462,215.2759307058804,0.1438539660767306,0.05368762035396163,0.5877079321534612,95.95914901475228
296.62981477209553,2.0,1.18,280.589809578381,0.1,0.05,0.8,99.1
313.5239430519037,2.0,1.16,110.07282520889393,0.1,0.08,0.5,92.1
308.35593674034976,2.8563816727856928,1.168563816727857,238.7557113191836,0.14281908363928464,0.06715427490821461,0.6070477090982116,94.0268587637678
301.5687471985992,3.351695492928673,1.1735169549292868,703.9563148907537,0.16758477464643365,1.6545536550015347,0.6851695492928672,70.14917611148985
298.66832352301066,1.104808064997572,1.241615354800194,1073.203231286758,0.060480806499757206,0.05,0.5552404032498787,16.81069018338856
326.35962201422745,2.423988109397316,1.1484797621879461,111.39702090565069,0.12119940546986582,0.08940029726506711,0.5057181569565841,90.21715184305913
299.1397686677313,1.0521986290449716,1.2458241096764022,1142.098678077617,0.055219862904497166,0.05,0.5526099314522486,14.395917073164199
311.4762222191361,2.0,1.1606413333150805,185.50927950722362,0.1344022221918007,1.1262466687657524,0.6,80.43428885755472
296.92839217527677,3.755294039301563,1.1787764701965078,350.9250864214877,0.1938823509825391,0.05,0.7316470529476172,96.58776470196507
305.9457830794897,2.8710152509443816,1.1687101525094437,978.5182923088063,0.14355076254721907,2.844237253912656,0.6371015250944381,30.322453343118454
304.2715044942839,4.0,1.17,321.2781251834314,0.1,0.1,0.5,97.19999999999999
313.43162295900527,2.0,1.1611455136181177,1569.3346194897201,0.1,4.716485379515856,0.564318920226472,4.756052343404438
326.78949354615514,2.552474649950306,1.1482871197492546,119.82502944375369,0.1,0.1,0.45657423949850917,90.90326472728384
303.91038623295134,2.0,1.17,250.89403438391003,0.15,0.05,0.6,96.5
311.630823813057,2.549407630095784,1.1627470381504788,161.66944879609702,0.1,0.08549407630095784,0.5,93.50098945674425
319.65455501235755,1.6591137644695264,1.177497485908352,447.31858409808893,0.08295568822347632,2.3239424874198664,0.5829556882234763,36.477844111738165
303.22544856216433,3.658783253917025,1.1717060837304147,303.8386219341053,0.1,0.09146958134792564,0.5511825119124463,97.52415590877882
305.03733868789664,2.0,1.1683730025619143,461.2314811767601,0.1418650128095717,0.8553637318524011,0.5918650128095717,83.23997087960188
302.69720936937756,2.0,1.1714259595802712,190.961134688208,0.1,0.06286106062959301,0.6713893937040699,96.09908585309496
313.73011086019125,1.9184264321454085,1.167341621106913,1498.2872355847996,0.09592132160727045,4.596210839119773,0.55,3.6978882814255094
296.6444931603728,1.0256277613207425,1.2476935014811332,1251.5041604265439,0.051281388066037124,0.050768832839622274,0.5487186119339629,13.108656954735316
320.6194585809887,2.839822330661091,1.1525973349599163,168.10715303572573,0.1,0.1,0.4651946699198327,92.15322713837574
316.19897675133575,2.0,1.156277282044933,96.88275052251895,0.1,0.71658477031645,0.5186135897753348,83.3329992158173
310.9231253658225,2.7052052118577166,1.1635260260592886,1088.73848925675,0.1,3.272247230948595,0.532369869703557,10.556144209764513
333.4032800518601,2.1092688400019446,1.1416390326000292,53.36886370022697,0.1,0.1,0.44327806520005836,88.97531945400846
298.59838989260174,2.0,1.178484253790905,244.71500729702387,0.10757873104547377,0.05,0.769685075818105,98.70590598563535
324.68410835021484,2.0,1.1467797149150534,62.227028340924875,0.1,0.09322028508494641,0.4603391447451608,89.72034868470965
302.6928380364947,2.205031928132949,1.1710251596406647,246.30198975039318,0.15512579820332373,0.05,0.6153773946099711,96.51025159640665
311.7186817868156,2.0,1.16,164.54421178644702,0.1,0.3353248736305815,0.5025947649759206,88.09887240713053
300.15674746699705,1.641383043216826,1.2328964521808845,989.2930473182057,0.060689717386947103,0.060689717386947103,0.5393102826130529,21.902954187267795
330.20290952059696,1.9670352752561462,1.1436261197218238,78.31412134342372,0.09835176376280731,3.3862716996337046,0.5983517637628073,17.670352752561463
302.238115770744,2.0,1.1718358921503496,215.87452262617327,0.14082053924825153,0.05,0.6367178430069939,96.97733195909092
297.7966218418268,3.617144639000915,1.18,384.3660252380883,0.18085723195004577,0.05,0.7595713840249771,97.07856920124885
334.9277943307772,2.0,1.14,41.133875178388465,0.1,3.5,0.6,18.0
312.21226577726503,2.135005093367644,1.1613500509336765,112.76866251586809,0.1067502546683822,0.07797492359948534,0.5168756366709555,92.40376146007719
309.27198644865666,2.0,1.1639451733078559,1047.3589205969076,0.11972586653927977,3.047139212611303,0.5697258665392798,11.316758990166244
